HDF5 "./results/usecase4/reporting/compartment_report.h5" {
GROUP "/" {
   GROUP "report" {
      GROUP "NodeA" {
         DATASET "data" {
            DATATYPE  H5T_IEEE_F32LE
            DATASPACE  SIMPLE { ( 10, 4537 ) / ( 10, 4537 ) }
            DATA {
               -70.3144, -28.8604, -57.8099, -26.321, -69.4227, 7.82955,
               3.93051, -44.7383, -58.2039, -57.4642, -36.4946, -76.4007,
               -22.4265, -43.2527, -46.0334, -7.15715, -16.1868, 5.89004,
               -48.3257, 0.778849, -10.703, -47.8318, -24.0501, -54.0287,
               -1.30401, -69.8815, -60.8809, -63.527, -43.7277, -12.929,
               -32.5783, -36.1091, -79.9509, -41.7138, -74.2802, -61.2572,
               3.91545, -60.6142, -2.74961, -7.7396, -65.6768, -25.4859,
               -69.5904, -14.4901, -22.6284, -6.92553, -36.8554, 2.33768,
               -75.5586, -53.64, -15.6453, -42.3702, -64.4344, -70.351,
               -6.43948, -37.4171, -0.59447, -14.004, -43.1246, -46.384,
               -33.5925, 0.0153958, -13.6449, -79.5362, -17.5258, 2.75567,
               -16.059, -64.0695, -36.4834, -67.3716, -47.6904, 4.34053,
               3.09748, -54.5447, -49.4332, -25.9808, 6.68776, -66.6979,
               -56.8775, -1.37989, -35.7297, 0.906498, -63.3034, -32.0598,
               -50.6357, -51.5112, -39.7811, -41.023, -47.8388, 2.34737,
               -14.143, -14.5208, -53.9078, -28.0062, -9.87385, -8.39687,
               -48.9923, -10.6215, -13.7695, -67.2644, -2.06491, -40.2811,
               -36.2231, -39.6468, -28.8939, -24.0948, -35.1638, -1.98903,
               -23.5039, -43.8715, -42.4977, -7.02452, -48.6627, -60.9691,
               -74.6555, -1.15758, 2.66918, -69.1892, -49.8974, -64.2165,
               -69.5691, 0.988007, -74.8811, 8.24371, -71.3194, -2.28764,
               -29.0145, -46.8874, -49.1892, -11.8372, -51.6884, -20.8413,
               -33.4407, -36.3531, 1.1046, -30.0819, -5.58246, -14.6984,
               -76.5298, -10.4201, -60.4817, 1.28347, -76.1368, -50.0235,
               -71.024, -37.197, -6.19798, -53.1631, -66.4159, -50.276,
               -6.75079, -67.3654, -59.5374, -73.8033, -16.4861, -44.429,
               -52.0244, -15.3236, -49.762, -14.5006, -6.63205, -60.4103,
               7.64368, -65.3878, -53.8243, -63.8184, -48.9045, -36.7945,
               -33.0042, -3.17546, 0.0503118, -60.1907, -23.9395, -69.9654,
               -38.6927, -50.99, -51.5149, -36.5674, -14.3155, -73.7736,
               -0.8744, -13.8668, -64.1151, 4.52448, -34.4319, 9.98277,
               -62.2466, -31.8583, -53.8777, -52.6244, -26.8041, 2.95472,
               -7.52625, -14.8453, -29.6744, 3.00687, -35.6875, -1.3551,
               -4.94165, -60.7548, -10.5897, -78.9046, -50.9453, -59.3389,
               -34.3823, -13.6832, -71.2091, -33.657, 4.45708, -59.4218,
               -19.0573, -26.6408, -79.0943, -37.1756, -16.2107, -76.0422,
               -0.843067, -33.1927, -77.2405, -59.8028, 5.83081, -27.5912,
               -70.3275, -54.121, -38.8967, -78.1145, -42.9546, -35.9487,
               -58.069, -27.0225, -12.2084, -58.7749, -24.155, -22.434, 5.36863,
               -9.95514, -3.64893, -35.8622, -63.3186, 9.62338, -68.358,
               -37.5688, -73.8716, 4.94658, 6.84324, -15.255, -48.5006,
               -57.1056, -56.1227, -68.5435, -32.6772, -67.2364, -51.4942,
               -23.5964, -14.5211, -77.8155, -41.2896, -21.3088, -3.20786,
               -37.2208, 7.22853, -56.0931, -78.7842, -36.4622, -56.9498,
               -5.86541, -59.0505, -52.0434, -8.78953, -15.6371, -29.7754,
               -16.5547, -42.3227, -79.5221, -78.978, -33.99, -72.5038,
               -75.4032, 6.8965, -2.68976, -66.3176, -79.9402, 4.7501, -54.9507,
               -63.2692, -17.7643, -70.1987, -56.1815, 7.75852, -22.4484,
               -33.139, -44.1873, -10.2949, -67.3138, 7.0604, -2.49893,
               -24.4109, -76.1384, -16.923, 2.19559, -32.7881, -48.1198,
               -69.175, -12.0589, -0.348033, -70.9773, -11.6914, -78.4646,
               7.03494, -24.6448, -30.2805, -53.3645, 3.63625, -56.0685,
               -5.4668, 8.65978, -9.4943, -33.2909, -74.0533, -37.4828, -40.557,
               -61.7484, -41.8771, -47.8018, -65.2684, -40.2763, -56.348,
               -33.0144, -76.8356, 1.56083, -6.52721, -30.2677, -3.33723,
               6.61556, -70.053, -23.2251, 9.81946, 8.91003, -25.7009, -68.4781,
               -27.5126, -79.8142, -62.098, 6.05108, -50.2603, -22.5449,
               -54.7226, 5.30397, -14.4297, -50.3314, -8.74147, -70.2651,
               -44.6913, -60.0904, -18.4646, -70.7798, -44.2677, -55.1015,
               -34.4291, -48.5092, -16.423, -77.7881, -22.9412, -59.2486,
               -55.8162, -7.977, 6.00116, -51.5105, -5.58753, -70.6408,
               -22.9417, -12.4071, -65.962, -41.6598, 0.343645, -70.6779,
               -78.3713, -26.8473, -40.8022, -8.11797, 3.111, -53.0762,
               -45.0436, -36.2355, -27.0664, 8.54684, -17.2403, -44.9406,
               -56.2609, 5.01631, -67.8006, -15.1761, 3.28555, -20.1801,
               -41.9251, -62.0908, -46.9272, -16.3815, -21.5419, 3.51785,
               -1.98252, -6.54643, 2.03058, -55.1297, -46.7429, -45.8095,
               -29.5594, -19.8604, -54.1955, -78.2484, -44.07, -52.2325,
               4.79662, -0.0561463, -2.57204, -21.23, -49.014, -30.6036,
               -6.62975, -71.1251, -7.90326, -76.2938, -6.52211, -7.31926,
               -75.4093, -23.5555, -34.7792, -64.7162, -66.6459, -10.4067,
               -28.9077, 8.46992, 8.4023, 9.34003, -69.3246, 4.44305, -57.9887,
               -38.7609, -11.8334, -61.6741, -29.032, -63.2765, -70.5738,
               -69.5097, -47.8125, -79.5811, -41.7631, -20.2223, -43.8481,
               -72.2785, -74.358, -54.9695, -64.7619, 6.85855, -66.3893,
               -7.50838, -27.2503, -28.7642, -33.9127, 7.45868, -47.254,
               -9.08758, -30.0235, -44.393, 5.99193, -26.1516, -69.2975,
               -42.4215, -9.65764, -17.5628, 2.47063, -56.656, -11.7626,
               -38.6112, -28.3751, 5.9542, 8.13577, -2.45681, -47.6813,
